PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AID,PMC,RF,LID,AB,OID
5996469,NLM,MEDLINE,19680729,20031114,0002-3264 (Print) 0002-3264 (Linking),167,5,1966 Apr 11,"[Macromolecular structure of deoxyribonucleoproteins from hematopoietic tissue of mice, exposed to single-dose and fractionated gamma-irradiation].",1171-4,"['Grigorovich, N A']",['Grigorovich NA'],['rus'],['Journal Article'],"O makromolekuliarnoi strukture dezoksiribonukleoproteida krovetvornoi tkani myshei, podvergnutykh odnokratnomu i fraktsionirovannomu gamma-oblucheniiu.",Russia (Federation),Dokl Akad Nauk SSSR,Doklady Akademii nauk SSSR,7505465,"['0 (Nucleoproteins)', '9007-49-2 (DNA)']",IM,"['Animals', 'DNA', 'Leukemia, Radiation-Induced', 'Mice', 'Nucleoproteins/*radiation effects', '*Radiation Effects', 'Radiometry', 'Spleen/*radiation effects']",1966/04/11 00:00,1966/04/11 00:01,['1966/04/11 00:00'],"['1966/04/11 00:00 [pubmed]', '1966/04/11 00:01 [medline]', '1966/04/11 00:00 [entrez]']",ppublish,Dokl Akad Nauk SSSR. 1966 Apr 11;167(5):1171-4.,,,,,,
5996434,NLM,MEDLINE,19680729,20031114,0004-1955 (Print) 0004-1955 (Linking),28,2,1966,[On the pathological anatomy of experimental radiation leukemia in mice].,13-8,"['Sviatukhin, M V', 'Sorokina, Iu D', 'Turgunov, M B']","['Sviatukhin MV', 'Sorokina IuD', 'Turgunov MB']",['rus'],['Journal Article'],K patologicheskoi anatomii eksperimental'nykh luchevykh leikozov u myshei.,Russia (Federation),Arkh Patol,Arkhiv patologii,0370604,,IM,"['Animals', 'Leukemia, Radiation-Induced/*pathology', 'Liver/*pathology', 'Lung/*pathology', 'Mice', 'Spleen/*pathology', 'Thymus Gland/*pathology']",1966/01/01 00:00,1966/01/01 00:01,['1966/01/01 00:00'],"['1966/01/01 00:00 [pubmed]', '1966/01/01 00:01 [medline]', '1966/01/01 00:00 [entrez]']",ppublish,Arkh Patol. 1966;28(2):13-8.,,,,,,
5995912,NLM,MEDLINE,19680710,20031114,0002-3264 (Print) 0002-3264 (Linking),169,2,1966 Jul 11,[Appearance of pseudo-Pelger leukocytes in rats under the influence of RNA isolated from leukemic tissue].,472-3,"['Butenko, Z A']",['Butenko ZA'],['rus'],['Journal Article'],"Poiavlenie psevdopel'gerovskikh leikotsitov u krys pod vliianiem RNK, vydelennoi iz leikoznoi tkani.",Russia (Federation),Dokl Akad Nauk SSSR,Doklady Akademii nauk SSSR,7505465,"['0 (RNA, Neoplasm)']",IM,"['Animals', 'Leukemia, Experimental/*pathology', 'Pelger-Huet Anomaly/*chemically induced', 'RNA, Neoplasm/*pharmacology', 'Rats']",1966/07/11 00:00,1966/07/11 00:01,['1966/07/11 00:00'],"['1966/07/11 00:00 [pubmed]', '1966/07/11 00:01 [medline]', '1966/07/11 00:00 [entrez]']",ppublish,Dokl Akad Nauk SSSR. 1966 Jul 11;169(2):472-3.,,,,,,
5995906,NLM,MEDLINE,19680710,20031114,0002-3264 (Print) 0002-3264 (Linking),167,1,1966 Mar 1,[Kinetics of changes in free radicals content in organs of mice with experimental leukemia].,222-4,"['Saprin, A N', 'Klochko, E V', 'Krugliakova, K E', 'Chibrikin, V M', ""Emanuel', N M""]","['Saprin AN', 'Klochko EV', 'Krugliakova KE', 'Chibrikin VM', ""Emanuel' NM""]",['rus'],['Journal Article'],Kinetika izmeneniia soderzhaniia svobodnykh radikalov v organakh myshei pri eksperimental'nom leikoze.,Russia (Federation),Dokl Akad Nauk SSSR,Doklady Akademii nauk SSSR,7505465,['0 (Free Radicals)'],IM,"['Animals', 'Free Radicals/metabolism', 'Kinetics', 'Leukemia, Experimental/*metabolism', 'Liver/metabolism', 'Mice', '*Radiochemistry', 'Spleen/metabolism']",1966/03/01 00:00,1966/03/01 00:01,['1966/03/01 00:00'],"['1966/03/01 00:00 [pubmed]', '1966/03/01 00:01 [medline]', '1966/03/01 00:00 [entrez]']",ppublish,Dokl Akad Nauk SSSR. 1966 Mar 1;167(1):222-4.,,,,,,
5995008,NLM,MEDLINE,19680704,20131121,0003-9055 (Print) 0003-9055 (Linking),20,3,1966 Jun,[On the chemotherapy of leukosis in cattle with soluble Bayer E 39 and Trimitan].,464-76,"['Verter, W', 'Buchner, E', 'Bergmann, W']","['Verter W', 'Buchner E', 'Bergmann W']",['ger'],['Journal Article'],Zur Chemotherapie der Leukose des Rindes mit Bayer E 39 solubile und Trimitan.,Germany,Arch Exp Veterinarmed,Archiv fur experimentelle Veterinarmedizin,0372410,"['0 (Azirines)', '134FM9ZZ6M (Pheniramine)']",IM,"['Animals', 'Azirines/*therapeutic use', 'Cattle', 'Cattle Diseases/*drug therapy', 'Female', 'Leukemia/drug therapy/*veterinary', 'Leukocyte Count', 'Lymphocytes', 'Pheniramine/*therapeutic use']",1966/06/01 00:00,1966/06/01 00:01,['1966/06/01 00:00'],"['1966/06/01 00:00 [pubmed]', '1966/06/01 00:01 [medline]', '1966/06/01 00:00 [entrez]']",ppublish,Arch Exp Veterinarmed. 1966 Jun;20(3):464-76.,,,,,,
5994844,NLM,MEDLINE,19680703,20071115,0036-7672 (Print) 0036-7672 (Linking),96,37,1966 Sep 17,[Chromosomal study of chronic lymphocytic leukemia].,1220-2,"['Baserga, A', 'Castoldi, G L', 'Franceschini, F']","['Baserga A', 'Castoldi GL', 'Franceschini F']",['fre'],['Journal Article'],Etude chromosomique des leucemies lymphocytaires chroniques.,Switzerland,Schweiz Med Wochenschr,Schweizerische medizinische Wochenschrift,0404401,,IM,"['Aged', '*Chromosome Aberrations', '*Chromosome Disorders', 'Female', 'Humans', 'Leukemia, Lymphoid/*genetics', 'Male', 'Middle Aged', '*Mitosis']",1966/09/17 00:00,1966/09/17 00:01,['1966/09/17 00:00'],"['1966/09/17 00:00 [pubmed]', '1966/09/17 00:01 [medline]', '1966/09/17 00:00 [entrez]']",ppublish,Schweiz Med Wochenschr. 1966 Sep 17;96(37):1220-2.,,,,,,
5994745,NLM,MEDLINE,19680701,20090605,0372-8110 (Print) 0372-8110 (Linking),201,2,1966 Oct,[Adsorption of lymphocytes in cattle leukocyte cultures in leukosis].,178-85,"['Weinhold, E']",['Weinhold E'],['ger'],['Journal Article'],Lymphozytenadsorption in der Kultur weisser Blutkorperchen des Rindes bei Leukose.,Germany,Zentralbl Bakteriol Orig,"Zentralblatt fur Bakteriologie, Parasitenkunde, Infektionskrankheiten und Hygiene. 1. Abt. Medizinisch-hygienische Bakteriologie, Virusforschung und Parasitologie. Originale",0337744,,IM,"['Adsorption', 'Animals', 'Cattle', 'Cattle Diseases/*blood', 'Cell Aggregation', 'Culture Techniques', 'Leukemia/blood/*veterinary', 'Leukocytes', '*Lymphocytes']",1966/10/01 00:00,1966/10/01 00:01,['1966/10/01 00:00'],"['1966/10/01 00:00 [pubmed]', '1966/10/01 00:01 [medline]', '1966/10/01 00:00 [entrez]']",ppublish,Zentralbl Bakteriol Orig. 1966 Oct;201(2):178-85.,,,,,,
5994345,NLM,MEDLINE,19680610,20160523,0031-403X (Print) 0031-403X (Linking),45,5,1966 May,[Cytochemical properties of cells in children with leukemia].,60-4,"['Sapunova, A S']",['Sapunova AS'],['rus'],['Journal Article'],Tsitokhimicheskie svoistva kletok pri leikozakh u detei.,Russia (Federation),Pediatriia,Pediatriia,0405563,"['0 (Phospholipids)', '0 (Polysaccharides)', 'EC 3.1.3.1 (Alkaline Phosphatase)']",IM,"['Adolescent', 'Alkaline Phosphatase/*blood', 'Child', 'Child, Preschool', 'Histocytochemistry', 'Humans', 'Leukemia/*pathology', 'Phospholipids/*blood', 'Polysaccharides/*blood']",1966/05/01 00:00,1966/05/01 00:01,['1966/05/01 00:00'],"['1966/05/01 00:00 [pubmed]', '1966/05/01 00:01 [medline]', '1966/05/01 00:00 [entrez]']",ppublish,Pediatriia. 1966 May;45(5):60-4.,,,,,,
5993990,NLM,MEDLINE,19680610,20091111,0021-3071 (Print) 0021-3071 (Linking),27,5,1966 Sep-Oct,"[Environmental ionizing radiations: problems of dosimetry, biological damage and protection].",1093-138 contd,"['Calapaj, G G']",['Calapaj GG'],['ita'],['Journal Article'],"Le radiazioni ionizzanti ambientali: problemi di dosimetria, di danno biologico e di protezione.",Italy,Ann Sanita Pubblica,Annali della sanita pubblica,0071152,,IM,"['*Air Pollution, Radioactive', '*Environmental Health', 'Hematopoietic System/*radiation effects', 'Humans', 'Leukemia, Radiation-Induced/*epidemiology', 'Neoplasms, Radiation-Induced/*epidemiology', '*Radiation Injuries', '*Radiation Protection', '*Radiometry']",1966/09/01 00:00,1966/09/01 00:01,['1966/09/01 00:00'],"['1966/09/01 00:00 [pubmed]', '1966/09/01 00:01 [medline]', '1966/09/01 00:00 [entrez]']",ppublish,Ann Sanita Pubblica. 1966 Sep-Oct;27(5):1093-138 contd.,,,,,,
5993242,NLM,MEDLINE,19680603,20141120,0552-2080 (Print) 0552-2080 (Linking),11,5,1966 May,[Examination of leukosogenic activity of single layered tissue cultures inoculated with material from human leukemic tissue].,32-7,"[""Bergol'ts, V M"", ""Dement'eva, V V"", 'Chechik, B E']","[""Bergol'ts VM"", ""Dement'eva VV"", 'Chechik BE']",['rus'],['Journal Article'],"Issledovanie leikozogennoi aktivnosti odnosloinykh kul'tyr tkanei, zarazhennykh materialom iz leikoznoi tkani cheloveka.",Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,,IM,"['Animals', '*Culture Techniques', 'Humans', '*Leukemia, Experimental', 'Mice', 'Spleen']",1966/05/01 00:00,1966/05/01 00:01,['1966/05/01 00:00'],"['1966/05/01 00:00 [pubmed]', '1966/05/01 00:01 [medline]', '1966/05/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1966 May;11(5):32-7.,,,,,,
