PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,AB,PMC,RF,TT,PS,FPS
4603175,NLM,MEDLINE,19741004,20131121,0028-4793 (Print) 0028-4793 (Linking),291,8,1974 Aug 22,Letter: Chemotherapy for erythroleukemia.,419-20,"['Bluming, A']",['Bluming A'],['eng'],['Journal Article'],United States,N Engl J Med,The New England journal of medicine,0255562,"['04079A1RDZ (Cytarabine)', 'FTK8U1GZNX (Thioguanine)', 'VB0R961HZT (Prednisone)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Bone Marrow Cells', 'Bone Marrow Transplantation', 'Cytarabine/therapeutic use', 'Daunorubicin/therapeutic use', 'Drug Therapy, Combination', 'Humans', 'Leukemia, Erythroblastic, Acute/*drug therapy/therapy', 'Prednisone/therapeutic use', 'Remission, Spontaneous', 'Thioguanine/therapeutic use', 'Time Factors', 'Transplantation, Homologous']",1974/08/22 00:00,1974/08/22 00:01,['1974/08/22 00:00'],"['1974/08/22 00:00 [pubmed]', '1974/08/22 00:01 [medline]', '1974/08/22 00:00 [entrez]']",['10.1056/NEJM197408222910816 [doi]'],ppublish,N Engl J Med. 1974 Aug 22;291(8):419-20. doi: 10.1056/NEJM197408222910816.,,,,,,
4603015,NLM,MEDLINE,19741011,20190508,0022-1007 (Print) 0022-1007 (Linking),140,2,1974 Aug 1,Immunological functions of human T-lymphoid cell line (MOLT). I. Release of immunosuppressive factors from the mixture of MOLT-4 cells and sheep red blood cells.,538-48,"['Takada, A', 'Takada, Y', 'Minowada, J']","['Takada A', 'Takada Y', 'Minowada J']",['eng'],['Journal Article'],United States,J Exp Med,The Journal of experimental medicine,2985109R,['0 (Immunosuppressive Agents)'],IM,"['Animals', 'B-Lymphocytes/immunology', 'Cell Line/*immunology', 'Chickens/immunology', 'Culture Techniques', 'Dialysis', 'Erythrocytes/*immunology', 'Hemolytic Plaque Technique', 'Humans', 'Immune Adherence Reaction', 'Immunosuppressive Agents/*metabolism', 'Leukemia, Lymphoid', 'Male', 'Mice', 'Mice, Inbred CBA', 'Sheep', 'Spleen/cytology/immunology', 'T-Lymphocytes/*immunology/physiology']",1974/08/01 00:00,1974/08/01 00:01,['1974/08/01 00:00'],"['1974/08/01 00:00 [pubmed]', '1974/08/01 00:01 [medline]', '1974/08/01 00:00 [entrez]']",['10.1084/jem.140.2.538 [doi]'],ppublish,J Exp Med. 1974 Aug 1;140(2):538-48. doi: 10.1084/jem.140.2.538.,"A short term incubation of the mixture of established human T-lymphoid cells (MOLT) and sheep red blood cells (SRBC) resulted in the release of factors which nonspecifically suppressed the response of mouse spleen cells against heterologous erythrocytes in vitro. Neither human B-cell line (RPMI 1788), nor the supernate of MOLT cell suspension in the absence of SRBC had such suppressive effects. The supernate of the mixture of MOLT cells with chicken red blood cells (CRBC) did not suppress either anti-CRBC or anti-SRBC responses of mouse spleen cells. Since CRBC did not form rosettes with MOLT cells, it is suspected that the origin of the production of these factors might be MOLT cells forming SRBC rosettes. Some of these factors are dialysable.",PMC2139588,,,,
4602945,NLM,MEDLINE,19741010,20111117,0300-0893 (Print) 0300-0893 (Linking),21,1,1974 Jan 20,Binding of aggregated IgG by lymphocytes in chronic lymphocytic leukemia.,6-8,"['Augener, W', 'Cohnen, G', 'Brittinger, G']","['Augener W', 'Cohnen G', 'Brittinger G']",['eng'],['Journal Article'],France,Biomedicine,Biomedicine / [publiee pour l'A.A.I.C.I.G.],0361342,"['0 (Immunoglobulin G)', '0 (Immunoglobulins)']",IM,"['Animals', 'B-Lymphocytes/immunology', 'Binding Sites, Antibody', 'Cell Membrane/immunology', 'Fluorescent Antibody Technique', 'Humans', 'Immune Adherence Reaction', '*Immunoglobulin G', 'Immunoglobulins/analysis', 'Leukemia, Lymphoid/diagnosis/*immunology', 'Lymphocytes/*immunology', 'T-Lymphocytes/immunology']",1974/01/20 00:00,1974/01/20 00:01,['1974/01/20 00:00'],"['1974/01/20 00:00 [pubmed]', '1974/01/20 00:01 [medline]', '1974/01/20 00:00 [entrez]']",,ppublish,Biomedicine. 1974 Jan 20;21(1):6-8.,,,,,,
4602924,NLM,MEDLINE,19741011,20171116,0026-556X (Print) 0026-556X (Linking),57,7,1974 Jul,Acute leukemia. Modern management.,532-7,"['Bloomfield, C D']",['Bloomfield CD'],['eng'],"['Journal Article', 'Review']",United States,Minn Med,Minnesota medicine,8000173,"['0 (Antineoplastic Agents)', '5J49Q6B70F (Vincristine)', 'E7WED276I5 (Mercaptopurine)', 'VB0R961HZT (Prednisone)']",IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Antineoplastic Agents/administration & dosage', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Leukemia/mortality/*therapy', 'Leukemia, Lymphoid/classification/diagnosis/therapy', 'Leukemia, Myeloid/classification/diagnosis/therapy', 'Male', 'Mercaptopurine/administration & dosage', 'Middle Aged', 'Prednisone/administration & dosage', 'Prognosis', 'Remission, Spontaneous', 'Vincristine/administration & dosage']",1974/07/01 00:00,1974/07/01 00:01,['1974/07/01 00:00'],"['1974/07/01 00:00 [pubmed]', '1974/07/01 00:01 [medline]', '1974/07/01 00:00 [entrez]']",,ppublish,Minn Med. 1974 Jul;57(7):532-7.,,,26,,,
4602906,NLM,MEDLINE,19741011,20190903,0006-5242 (Print) 0006-5242 (Linking),28,6,1974 Jun,"[Morphological phase contrast cinematographic studies on the kinetics of bone marrow cells and blood cells in vitro. IX. Spontaneous cell hybridization in man, a contribution to the pathogenesis of leukemoid reaction].",430-5,"['Boll, I']",['Boll I'],['ger'],['Journal Article'],Germany,Blut,Blut,0173401,,IM,"['Aged', 'Antigen-Antibody Reactions', 'Biometry', 'Biopsy', '*Blood Cells', '*Bone Marrow', '*Bone Marrow Cells', 'Cell Fusion', 'Cell Nucleolus', 'Cell Nucleus', 'Female', 'Hematopoiesis', 'Humans', 'In Vitro Techniques', 'Leukemia, Lymphoid/*pathology', 'Lymphocyte Activation', 'Lymphocytes/immunology/metabolism', 'Microscopy, Phase-Contrast', 'Motion Pictures', 'Phagocytosis', 'Pinocytosis', 'Reticulocytes/metabolism', 'Time Factors', 'Virus Diseases/complications']",1974/06/01 00:00,1974/06/01 00:01,['1974/06/01 00:00'],"['1974/06/01 00:00 [pubmed]', '1974/06/01 00:01 [medline]', '1974/06/01 00:00 [entrez]']",['10.1007/BF01630106 [doi]'],ppublish,Blut. 1974 Jun;28(6):430-5. doi: 10.1007/BF01630106.,,,,"Morphologische Phasenkontrast-kinematographische Studien zum Verhalten von Knochenmark- und Blutzellen in vitro. IX. Spontane Zellfusion beim Menschen, Zugleich ein Beitrag zur Pathogenese einer leukamoiden Reaktion",,
4602797,NLM,MEDLINE,19741010,20131121,0485-1439 (Print) 0485-1439 (Linking),15,2,1974 Feb,[RNA metabolism in leukemic cells (author's transl)].,97-103,"['Tsuruoka, N', 'Shimizu, M']","['Tsuruoka N', 'Shimizu M']",['jpn'],"['Journal Article', 'Review']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,"['0 (Chromatin)', '0 (RNA, Neoplasm)', '10028-17-8 (Tritium)', '1CC1JFE158 (Dactinomycin)', 'EC 2.7.7.6 (DNA-Directed RNA Polymerases)', 'VC2W18DGKR (Thymidine)', 'WHI7HQ7H85 (Uridine)']",IM,"['Animals', 'Chromatin', 'DNA-Directed RNA Polymerases/metabolism', 'Dactinomycin/pharmacology', 'Humans', 'Leukemia/*metabolism', 'Nucleic Acid Hybridization', 'RNA, Neoplasm/analysis/biosynthesis/isolation & purification/*metabolism', 'Thymidine/metabolism', 'Transcription, Genetic', 'Tritium', 'Uridine/metabolism']",1974/02/01 00:00,1974/02/01 00:01,['1974/02/01 00:00'],"['1974/02/01 00:00 [pubmed]', '1974/02/01 00:01 [medline]', '1974/02/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1974 Feb;15(2):97-103.,,,36,,,
4602603,NLM,MEDLINE,19740930,20071115,0301-1518 (Print) 0301-1518 (Linking),3,27,1974 Jul 6,[Value of lysozyme determination in hematological practice].,1709-10,"['Zittoun, R', 'Zittoun, J']","['Zittoun R', 'Zittoun J']",['fre'],"['Clinical Trial', 'Journal Article']",France,Nouv Presse Med,La Nouvelle presse medicale,0312552,['EC 3.2.1.17 (Muramidase)'],IM,"['Agranulocytosis/diagnosis', 'Anemia, Aplastic/enzymology', 'Blood Cell Count', 'Clinical Trials as Topic', 'Hematologic Diseases/*enzymology', 'Humans', 'Leukemia/enzymology', 'Leukocytes/enzymology', 'Lymphocytes/enzymology', 'Methods', 'Monocytes/enzymology', 'Muramidase/*analysis/blood/urine', 'Myeloproliferative Disorders/enzymology']",1974/07/06 00:00,1974/07/06 00:01,['1974/07/06 00:00'],"['1974/07/06 00:00 [pubmed]', '1974/07/06 00:01 [medline]', '1974/07/06 00:00 [entrez]']",,ppublish,Nouv Presse Med. 1974 Jul 6;3(27):1709-10.,,,,Interet du dosage du lysozyme en pratique hematologique,,
4602503,NLM,MEDLINE,19740928,20061115,0068-5372 (Print) 0068-5372 (Linking),20,4,1972 Oct,Peroxidase reaction in leukaemias. A preliminary observation.,64-6,"['Dattachaudhuri, M', 'Basu, A K']","['Dattachaudhuri M', 'Basu AK']",['eng'],['Journal Article'],India,Bull Calcutta Sch Trop Med,Bulletin of the Calcutta School of Tropical Medicine,7503435,['EC 1.11.1.- (Peroxidases)'],IM,"['*Histological Techniques', 'Humans', 'Leukemia, Myeloid/*blood/classification/diagnosis/enzymology', 'Leukocytes/enzymology', 'Peroxidases/*analysis']",1972/10/01 00:00,1972/10/01 00:01,['1972/10/01 00:00'],"['1972/10/01 00:00 [pubmed]', '1972/10/01 00:01 [medline]', '1972/10/01 00:00 [entrez]']",,ppublish,Bull Calcutta Sch Trop Med. 1972 Oct;20(4):64-6.,,,,,,
4602340,NLM,MEDLINE,19741011,20190903,0006-5242 (Print) 0006-5242 (Linking),28,5,1974 May,Anti-T agglutinin in primary malignant blood disease.,370-3,"['Boccardi, V', 'Attina, D', 'Girelli, G']","['Boccardi V', 'Attina D', 'Girelli G']",['eng'],['Journal Article'],Germany,Blut,Blut,0173401,"['0 (ABO Blood-Group System)', '0 (Isoantibodies)']",IM,"['ABO Blood-Group System/*analysis', 'Agglutination Tests', 'Cell Membrane/immunology', 'Erythrocytes/immunology', 'Isoantibodies/*analysis', 'Leukemia, Lymphoid/blood/*immunology', 'Lymphoma, Large B-Cell, Diffuse/blood/immunology', 'Multiple Myeloma/blood/*immunology']",1974/05/01 00:00,1974/05/01 00:01,['1974/05/01 00:00'],"['1974/05/01 00:00 [pubmed]', '1974/05/01 00:01 [medline]', '1974/05/01 00:00 [entrez]']",['10.1007/BF01631524 [doi]'],ppublish,Blut. 1974 May;28(5):370-3. doi: 10.1007/BF01631524.,,,,,,
4602112,NLM,MEDLINE,19741010,20041117,0008-5472 (Print) 0008-5472 (Linking),34,9,1974 Sep,Peroxidatic reaction of catalase-antibody complex of leukocytes demonstrated by diaminobenzidine.,2386-92,"['Nishimura, E T', 'Cooper, C']","['Nishimura ET', 'Cooper C']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,"['0 (Antibodies)', '0 (Biphenyl Compounds)', '0 (Peroxides)', '0 (Phenylenediamines)', 'EC 1.11.1.6 (Catalase)']",IM,"['Animals', 'Antibodies', '*Biphenyl Compounds', 'Catalase/blood/*metabolism', 'Erythrocytes/enzymology', 'Histocytochemistry', 'Humans', 'Immunoelectrophoresis', '*Immunologic Techniques', 'Leukemia, Myeloid/*enzymology', 'Leukocytes/*enzymology', 'Peroxides', '*Phenylenediamines', 'Rabbits/immunology']",1974/09/01 00:00,1974/09/01 00:01,['1974/09/01 00:00'],"['1974/09/01 00:00 [pubmed]', '1974/09/01 00:01 [medline]', '1974/09/01 00:00 [entrez]']",,ppublish,Cancer Res. 1974 Sep;34(9):2386-92.,,,,,,
