PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AB,AID,PMC,OID,LID,AD
290955,NLM,MEDLINE,19791227,20181130,0031-4021 (Print) 0031-4021 (Linking),34,3,1979 Apr-May,[Exploration of the anterior pituitary gland before and after preventive irradiation of the central nervous system in 24 children with acute lymphoblastic leukemia].,237-47,"['Feit, J P', 'Souillet, G', 'David, M', 'Claustrat, B', 'Ruitton, A']","['Feit JP', 'Souillet G', 'David M', 'Claustrat B', 'Ruitton A']",['fre'],['Journal Article'],Exploration ante-hypophysaire avant et apres irradiation prophylactique du systeme nerveux central chez 24 enfants atteints de leucemie aigue lymphoblastique.,France,Pediatrie,Pediatrie,0401127,"['0 (Pituitary Hormones, Anterior)']",IM,"['Adolescent', 'Central Nervous System/*radiation effects', 'Child', 'Female', 'Humans', 'Leukemia, Lymphoid/*metabolism/prevention & control/radiotherapy', 'Male', 'Pituitary Hormones, Anterior/*metabolism', 'Remission, Spontaneous', 'X-Ray Therapy']",1979/04/01 00:00,2000/05/05 09:00,['1979/04/01 00:00'],"['1979/04/01 00:00 [pubmed]', '2000/05/05 09:00 [medline]', '1979/04/01 00:00 [entrez]']",ppublish,Pediatrie. 1979 Apr-May;34(3):237-47.,,,,,,
290864,NLM,MEDLINE,19791220,20071115,0028-2162 (Print) 0028-2162 (Linking),123,41,1979 Oct 13,[Acute lymphatic leukemia in adolescents and adults: treatment results in 75 patients during 1970--1977].,1782-7,"['Willemze, R', 'Hillen, H', 'den Ottolander, G J', 'Drenthe-Schonk, A', 'Hartgrink-Groeneveld, C A', 'Haanen, C']","['Willemze R', 'Hillen H', 'den Ottolander GJ', 'Drenthe-Schonk A', 'Hartgrink-Groeneveld CA', 'Haanen C']",['dut'],"['English Abstract', 'Journal Article']",Acute lymfatische leukemie bij adolescenten en volwassenen: behandelings-resultaten bij 75 patienten in de periode 1970--1977.,Netherlands,Ned Tijdschr Geneeskd,Nederlands tijdschrift voor geneeskunde,0400770,['0 (Antineoplastic Agents)'],IM,"['Adolescent', 'Adult', 'Aged', 'Antineoplastic Agents/*administration & dosage', 'Drug Therapy, Combination', 'Female', 'Follow-Up Studies', 'Humans', 'Leukemia, Lymphoid/*drug therapy/mortality', 'Male', 'Middle Aged', 'Netherlands', 'Recurrence', 'Remission, Spontaneous']",1979/10/13 00:00,1979/10/13 00:01,['1979/10/13 00:00'],"['1979/10/13 00:00 [pubmed]', '1979/10/13 00:01 [medline]', '1979/10/13 00:00 [entrez]']",ppublish,Ned Tijdschr Geneeskd. 1979 Oct 13;123(41):1782-7.,,,,,,
290860,NLM,MEDLINE,19791227,20041117,0091-164X (Print) 0091-164X (Linking),61,2-4,1978 Summer-Autumn,A monograph on hematology. Part II. Disorders of white blood cells.,27-31,"['Angelillo, J C', 'Dolan, E A', 'Peters, C R', 'Georgiade, N G']","['Angelillo JC', 'Dolan EA', 'Peters CR', 'Georgiade NG']",['eng'],['Journal Article'],,United States,N C Dent J,North Carolina dental journal,0365327,,,"['Agranulocytosis', 'Humans', 'Infectious Mononucleosis', '*Leukemia', '*Leukocytes', 'Multiple Myeloma', 'Oral Manifestations']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,N C Dent J. 1978 Summer-Autumn;61(2-4):27-31.,,,,,,
290855,NLM,MEDLINE,19791227,20191021,0301-4851 (Print) 0301-4851 (Linking),5,3,1979 Aug 31,Kinetics of hybridization to human DNA of heterogeneous nuclear RNA isolated from normal human lymphoblasts and acute leukemia blast cells.,181-4,"['Torelli, G', 'Narni, F', 'Franchini, G', 'Donelli, A', 'Ferrari, S', 'Calabretta, B', 'Torelli, U', 'Bosi, P']","['Torelli G', 'Narni F', 'Franchini G', 'Donelli A', 'Ferrari S', 'Calabretta B', 'Torelli U', 'Bosi P']",['eng'],['Journal Article'],,Netherlands,Mol Biol Rep,Molecular biology reports,0403234,"['0 (RNA, Heterogeneous Nuclear)', '0 (RNA, Neoplasm)', '9007-49-2 (DNA)']",IM,"['Base Sequence', 'DNA/*metabolism', 'Humans', 'Kinetics', 'Leukemia, Myeloid, Acute/*genetics', 'Lymphocytes/*metabolism', 'Nucleic Acid Hybridization', 'RNA, Heterogeneous Nuclear/*metabolism', 'RNA, Neoplasm/analysis']",1979/08/31 00:00,1979/08/31 00:01,['1979/08/31 00:00'],"['1979/08/31 00:00 [pubmed]', '1979/08/31 00:01 [medline]', '1979/08/31 00:00 [entrez]']",ppublish,Mol Biol Rep. 1979 Aug 31;5(3):181-4. doi: 10.1007/BF00778420.,"Heterogeneous nuclear RNA was extracted from normal PHA-stimulated human lymphocytes and acute myeloid leukemia blast cells. Experiments were performed to determine the hybridization kinetics of these RNA's to human DNA. The best least squares solutions indicate in the hybridization reaction of both normal and leukemic RNA two main components. For leukemic cell RNA the rate constants of both components were significantly different from that of normal cell RNA. In particular, the difference between the rate constants of the second lower component suggests that the slowly hybridizing sequences in leukemic cell RNA have a degree of repetition higher than of the corresponding sequences of normal cell RNA.",['10.1007/BF00778420 [doi]'],,,,
290854,NLM,MEDLINE,19791227,20071115,0026-556X (Print) 0026-556X (Linking),62,7,1979 Jul,Acute lymphoblastic leukemia of childhood.,527-8,"['Coccia, P F', 'Nesbit, M E Jr']","['Coccia PF', 'Nesbit ME Jr']",['eng'],['Journal Article'],,United States,Minn Med,Minnesota medicine,8000173,['0 (Antineoplastic Agents)'],IM,"['Acute Disease', 'Age Factors', 'Antineoplastic Agents/administration & dosage', 'Child', 'Child, Preschool', 'Drug Therapy, Combination', 'Humans', '*Leukemia, Lymphoid/drug therapy', 'Prognosis', 'Risk']",1979/07/01 00:00,2001/03/28 10:01,['1979/07/01 00:00'],"['1979/07/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1979/07/01 00:00 [entrez]']",ppublish,Minn Med. 1979 Jul;62(7):527-8.,,,,,,
290849,NLM,MEDLINE,19791229,20071115,0040-3318 (Print) 0040-3318 (Linking),72,8,1979 Aug,Philadelphia chromosome-positive acute myeloblastic leukemia.,586-8,"['Krauss, S', 'Sonoda, T', 'Lozzio, C B']","['Krauss S', 'Sonoda T', 'Lozzio CB']",['eng'],"['Case Reports', 'Journal Article']",,United States,J Tenn Med Assoc,Journal of the Tennessee Medical Association,7505629,,IM,"['Aged', '*Chromosomes, Human, 21-22 and Y', 'Humans', 'Leukemia, Myeloid, Acute/*genetics', 'Male']",1979/08/01 00:00,1979/08/01 00:01,['1979/08/01 00:00'],"['1979/08/01 00:00 [pubmed]', '1979/08/01 00:01 [medline]', '1979/08/01 00:00 [entrez]']",ppublish,J Tenn Med Assoc. 1979 Aug;72(8):586-8.,,,,,,
290782,NLM,MEDLINE,19791227,20190630,0022-3476 (Print) 0022-3476 (Linking),95,5 Pt 1,1979 Nov,A follow-up report of long-term survivors of childhood acute lymphoblastic or undifferentiated leukemia. A report for Childrens Cancer Study Group.,727-30,"['Nesbit, M E', 'Krivit, W', 'Robison, L', 'Hammond, D']","['Nesbit ME', 'Krivit W', 'Robison L', 'Hammond D']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,J Pediatr,The Journal of pediatrics,0375410,['0 (Antineoplastic Agents)'],IM,"['Acute Disease', 'Adolescent', 'Adult', 'Antineoplastic Agents/administration & dosage', 'Central Nervous System/drug effects', 'Child', 'Drug Therapy, Combination', 'Female', 'Follow-Up Studies', 'Humans', 'Leukemia/drug therapy/*mortality', 'Leukemia, Lymphoid/drug therapy/*mortality', 'Male', 'Remission, Spontaneous', 'Time Factors']",1979/11/01 00:00,1979/11/01 00:01,['1979/11/01 00:00'],"['1979/11/01 00:00 [pubmed]', '1979/11/01 00:01 [medline]', '1979/11/01 00:00 [entrez]']",ppublish,J Pediatr. 1979 Nov;95(5 Pt 1):727-30. doi: 10.1016/s0022-3476(79)80719-2.,"From an original group of 229 patients with acute lymphoblastic leukemia or acute undifferentiated leukemia diagnosed in 1963 and 1964, 15 patients who achieved greater than 2 1/2 years continued complete remission were assigned either to continue with maintenance therapy or to discontinue therapy. Five of the 15 patients have died after surviving from six to ten years from the time of diagnosis. Of the remaining ten patients, all are alive and free of disease for more than 14 years from diagnosis. No relapses or deaths have occurred in patients off therapy for greater than five years. In this small series of patients, there was no difference in survival in the continued or discontinued therapy groups. No overt adverse effects of therapy have been seen in the ten surviving patients. These encouraging data need to be extended and confirmed, utilizing patients treated with the more sophisticated therapeutic approaches employed in modern protocols for ALL/AUL. Identification of adverse effects of therapy will require appropriate and careful surveillance of large groups of successfully treated patients.","['S0022-3476(79)80719-2 [pii]', '10.1016/s0022-3476(79)80719-2 [doi]']",,,,
290722,NLM,MEDLINE,19791227,20210217,0022-2275 (Print) 0022-2275 (Linking),20,7,1979 Sep,"Cholesterol, phospholipids, and fatty acids of normal immature neutrophils: comparison with acute myeloblastic leukemia cells and normal neutrophils.",908-11,"['Klock, J C', 'Pieprzyk, J K']","['Klock JC', 'Pieprzyk JK']",['eng'],"['Comparative Study', 'Journal Article']",,United States,J Lipid Res,Journal of lipid research,0376606,"['0 (Fatty Acids)', '0 (Phospholipids)', '97C5T2UQ7J (Cholesterol)']",IM,"['Bone Marrow/*physiology/physiopathology', 'Cholesterol/*blood', 'Fatty Acids/*blood', 'Humans', 'Leukemia, Myeloid, Acute/*metabolism', 'Neutrophils/*analysis', 'Phospholipids/*blood']",1979/09/01 00:00,1979/09/01 00:01,['1979/09/01 00:00'],"['1979/09/01 00:00 [pubmed]', '1979/09/01 00:01 [medline]', '1979/09/01 00:00 [entrez]']",ppublish,J Lipid Res. 1979 Sep;20(7):908-11.,"The lipid composition of immature myeloid cells from the bone marrow of normal persons and myeloblasts from patients with acute myeloblastic leukemia was studied and compared with the lipid composition of normal mature human neutrophils. Total cholesterol, phospholipid, and fatty acid composition was determined on each cell type. The leukemic cells showed decreased total cholesterol and cholesterol-to-phospholipid ratio, increase phosphatidylcholine and phosphatidylinositol, decreased phosphatidylethanolamine, and an increased percentage of unsaturated fatty acids when compared to normal mature neutrophils. A nearly identical pattern was seen in the normal immature myeloid precursors from normal bone marrow. We conclude that the altered lipid composition of acute myeloblastic leukemia cells is related to unexplained factors related to cell age and not to malignancy per se.",['S0022-2275(20)40020-3 [pii]'],,,,
290690,NLM,MEDLINE,19791220,20190723,0022-1759 (Print) 0022-1759 (Linking),29,3,1979,Fc receptors on myeloid leukaemic cells: comparison between assays of rosette-forming cells.,271-7,"['Ridway, J C', 'Taylor, G M', 'Harris, R']","['Ridway JC', 'Taylor GM', 'Harris R']",['eng'],"['Comparative Study', 'Journal Article']",,Netherlands,J Immunol Methods,Journal of immunological methods,1305440,"['0 (Receptors, Fc)']",IM,"['Animals', 'Cell Separation', 'Cell Transformation, Neoplastic', 'Erythrocytes/immunology', 'Humans', 'Leukemia, Myeloid/*immunology', 'Leukocytes/immunology', 'Rabbits', 'Receptors, Fc/*immunology', 'Rosette Formation/*methods', 'Sheep', 'Time Factors']",1979/01/01 00:00,1979/01/01 00:01,['1979/01/01 00:00'],"['1979/01/01 00:00 [pubmed]', '1979/01/01 00:01 [medline]', '1979/01/01 00:00 [entrez]']",ppublish,J Immunol Methods. 1979;29(3):271-7. doi: 10.1016/0022-1759(79)90315-6.,"A comparison has been made between assays of Fc receptor bearing cells among blood leucocytes from normal individuals and from patients with myeloid leukaemia, using human anti-D coated erythrocytes (HEA) and sheep erythrocytes sensitised with a rabbit anti-sheep erythrocyte antibody (SEA). Differences were found between the assays in both groups, demonstrating the heterogeneity of Fc receptors with respect to affinity for marker, and for Fc bearing leucocytes. Monocytoid cells reacted more readily with both markers than myeloid cells. The HEA rosette assay may be useful selective diagnostic aid for Fc+ myeloid leukaemia since the SEA assay detects Fc receptors on mature granulocytes.","['0022-1759(79)90315-6 [pii]', '10.1016/0022-1759(79)90315-6 [doi]']",,,,
290570,NLM,MEDLINE,19791220,20190708,0020-7136 (Print) 0020-7136 (Linking),24,2,1979 Aug,Cytotoxicity against the K562 erythroleukemia cell line by human natural killer (NK) cells which do not bear free Fc receptors for IgG.,141-50,"['Kay, H D', 'Fagnani, R', 'Bonnard, G D']","['Kay HD', 'Fagnani R', 'Bonnard GD']",['eng'],['Journal Article'],,United States,Int J Cancer,International journal of cancer,0042124,"['0 (Antigen-Antibody Complex)', '0 (Immunoglobulin Fc Fragments)', '0 (Immunoglobulin G)']",IM,"['*Antibody-Dependent Cell Cytotoxicity', 'Antigen-Antibody Complex', 'Cell Line', 'Cytotoxicity Tests, Immunologic', 'Humans', '*Immunoglobulin Fc Fragments', '*Immunoglobulin G', 'Killer Cells, Natural/*immunology', 'Leukemia, Erythroblastic, Acute/*immunology', 'Lymphocytes/immunology', 'Rosette Formation']",1979/08/01 00:00,1979/08/01 00:01,['1979/08/01 00:00'],"['1979/08/01 00:00 [pubmed]', '1979/08/01 00:01 [medline]', '1979/08/01 00:00 [entrez]']",ppublish,Int J Cancer. 1979 Aug;24(2):141-50. doi: 10.1002/ijc.2910240204.,"When Fc receptors (FcR) on normal human peripheral blood lymphocytes were induced to modulate by overnight (18 h) incubation in the presence of soluble or particulate immune complexes, the natural killer (NK) activity of the effector lymphocyte suspension, as measured against the K562 erythroleukemia cell line, was significantly, but only partially, inhibited. The NK activity which remained was always strong, and was not significantly inhibited by inclusion of antigen-antibody complexes in the cytotoxicity assay, nor was it further depleted by adsorbing the modulated cells on plastic surfaces coated with immobilized antigen-antibody complexes. Antibody-dependent cell-mediated cytotoxicity (ADCC) against rabbit antibody-sensitized Chang liver cells was totally abrogated following the modulation process, and could not be restored by exposure of modulated effector cells to trypsin, indicating that the FcR had actually been shed and were not merely being blocked with immune complexes. Although freshly isolated peripheral blood lymphocytes active in natural (or ""spontaneous"") cytotoxicity have been shown to bear FcR, our data indicate that NK activity against the K562 cell line can be effectively mediated by NK cells which have lost their FcR. This supports the concept that NK activity against K562 is independent of FcR, and, therefore, of IgG.",['10.1002/ijc.2910240204 [doi]'],,,,
